classification,system:index,Landcover_Class,B2,B3,B4,B5,B6,B7,B1
17,27281_0,4,432,836,883,2152,1868,1469,342
11,27289_0,2,247,467,497,1932,1517,918,182
2,27295_0,3,429,564,565,2256,1491,837,399
9,27297_0,9,145,237,154,1699,868,372,105
0,27299_0,0,586,747,466,70,21,17,457
11,27301_0,8,220,381,448,1262,1369,834,108
9,27304_0,9,104,249,245,1467,1037,567,45
0,27306_0,0,609,761,727,352,45,26,478
0,27308_0,0,241,171,82,47,27,19,259
5,27312_0,5,1755,2045,2210,2443,2480,1766,1564
0,27313_0,0,483,602,332,70,26,14,418
11,27319_0,16,332,560,704,3622,2222,1489,212
0,27320_0,0,408,466,235,62,30,26,341
17,27326_0,17,238,394,335,2106,1362,751,198
12,27329_0,12,368,656,515,2334,1831,995,294
12,27331_0,12,392,710,477,2872,2108,1139,346
12,27332_0,12,439,845,957,2854,3143,1850,278
12,27335_0,12,458,722,866,1942,2500,1702,336
12,27340_0,12,475,814,689,2639,2358,1400,401
11,27351_0,11,234,436,494,1667,1831,1123,136
11,27352_0,8,223,350,365,1198,1419,945,178
12,27353_0,12,329,706,632,2872,2637,1513,206
11,27356_0,19,260,481,443,2072,1850,994,210
0,27363_0,0,277,199,84,38,27,14,279
11,27372_0,12,464,695,698,2945,2595,1511,384
3,27374_0,4,324,447,440,1375,879,630,256
9,27375_0,2,177,287,217,975,629,399,127
12,27376_0,12,344,765,780,2530,3065,1782,212
12,27378_0,12,457,776,713,2544,2865,1854,378
0,27382_0,0,272,178,97,52,38,30,302
17,27385_0,17,309,509,439,2394,1520,895,271
12,27386_0,12,730,1186,1202,3210,3651,2231,565
19,27388_0,17,459,587,579,1316,1520,1106,399
0,27406_0,0,504,563,294,58,24,14,434
17,27408_0,17,150,329,228,2574,1158,494,124
17,27413_0,17,428,570,715,1363,2181,1469,357
4,27418_0,4,681,856,879,1776,1407,1088,587
8,27419_0,2,136,270,233,1790,904,452,100
5,27425_0,5,1452,1596,1772,2256,2303,1852,1182
12,27426_0,12,359,628,373,3272,2017,1008,329
0,27434_0,19,333,567,494,1087,735,379,246
0,27435_0,0,617,757,536,89,24,11,532
2,27439_0,9,216,313,260,2162,812,356,183
8,27446_0,8,152,321,214,3205,1047,404,111
12,27452_0,11,568,891,972,2567,3306,2162,425
12,27453_0,11,303,672,463,2924,2243,1248,248
12,27459_0,17,351,715,620,3007,2272,1494,261
12,27469_0,12,420,648,612,2160,2490,1566,365
0,27481_0,0,220,167,81,47,37,30,223
12,27488_0,12,465,798,695,2945,2600,1650,395
12,27489_0,12,381,757,430,3583,2142,1164,369
12,27490_0,12,418,762,765,2622,3183,2062,310
19,27499_0,0,292,398,354,409,332,218,279
12,27501_0,19,339,710,558,3236,2164,1302,261
17,27504_0,17,397,467,485,1142,1590,1510,375
9,27505_0,11,177,349,268,1747,1004,533,130
0,27506_0,0,594,766,496,73,28,18,461
17,27507_0,12,282,492,487,1635,1480,971,195
2,27516_0,2,363,527,528,1891,1265,742,229
12,27518_0,12,362,700,573,2738,2556,1577,297
12,27525_0,12,321,722,505,3470,1983,1086,247
9,27528_0,17,250,377,309,1908,1348,659,209
11,27530_0,11,172,334,291,1268,1159,685,121
4,27531_0,4,593,968,1150,1586,1487,1311,444
11,27535_0,9,381,617,721,2084,2406,1431,258
9,27540_0,9,199,366,377,1249,1306,756,129
12,27541_0,12,401,679,513,2359,2300,1456,344
0,27556_0,19,300,356,379,789,633,411,294
12,27565_0,2,353,687,693,2930,2222,1251,280
11,27569_0,12,249,421,439,1115,1252,734,167
17,27570_0,17,384,589,752,1142,1885,1601,324
0,27572_0,0,241,178,90,53,33,22,241
12,27578_0,12,264,559,477,1977,2161,1340,199
12,27583_0,11,448,706,818,1810,2600,1942,333
9,27592_0,9,127,194,172,771,520,307,103
8,27601_0,9,66,232,151,2272,901,367,21
0,27606_0,0,487,547,271,53,20,12,425
11,27611_0,11,361,604,684,1914,2474,1543,274
4,27612_0,4,446,689,739,1442,1283,992,340
0,27614_0,0,187,277,195,81,35,24,171
12,27617_0,12,419,672,826,2328,3021,1988,303
12,27622_0,12,489,728,711,2198,2221,1488,390
12,27623_0,12,325,627,494,2669,2084,1173,281
12,27624_0,12,376,623,635,1876,2430,1677,282
17,27626_0,11,402,526,501,1476,1483,877,368
8,27627_0,2,243,361,289,2404,1191,532,217
11,27628_0,11,215,318,275,768,1022,712,193
12,27629_0,12,549,989,1095,2653,2572,1563,346
12,27630_0,12,428,722,560,2584,2208,1302,392
8,27632_0,8,32,111,64,1190,305,114,-1
12,27634_0,12,387,682,467,3154,2136,1159,366
17,27636_0,17,457,589,588,1435,2129,1973,421
17,27638_0,17,358,752,575,3151,1905,1028,285
17,27642_0,17,306,465,302,3239,1713,785,310
12,27645_0,12,342,817,545,4177,2470,1270,252
12,27646_0,12,662,963,1139,2793,3452,2354,561
0,27649_0,0,455,502,233,50,20,10,391
17,27652_0,17,418,630,664,2080,1996,1371,370
12,27660_0,12,449,816,797,2598,2787,1685,334
17,27663_0,3,637,1017,1056,2499,2472,1712,468
3,27672_0,3,468,588,634,2136,1427,990,428
0,27674_0,0,359,460,348,146,66,39,317
12,27678_0,11,377,658,650,2360,2828,1748,288
11,27686_0,9,200,276,245,1183,874,516,189
3,27692_0,3,387,522,607,1888,1095,664,342
17,27694_0,17,426,655,920,1569,3062,2994,323
0,27705_0,0,223,189,78,41,30,23,232
0,27706_0,0,642,797,720,180,27,14,563
0,27708_0,0,363,366,157,50,22,13,365
17,27710_0,17,426,635,543,3482,1966,1109,380
12,27711_0,12,343,557,358,2482,1694,896,346
9,27724_0,8,157,318,275,1938,1459,792,100
12,27735_0,12,387,738,603,2827,2296,1293,304
12,27737_0,12,464,695,669,2070,2654,1737,398
0,27740_0,0,304,338,243,106,42,28,284
11,27748_0,9,350,592,665,1905,2172,1411,264
17,27763_0,17,227,416,313,2084,1327,679,192
17,27767_0,11,366,626,529,2297,1733,1050,295
17,27769_0,17,430,522,584,1094,1417,1123,363
12,27775_0,12,424,716,509,2515,2360,1444,413
9,27776_0,9,212,300,306,1311,1226,683,173
4,27781_0,2,630,939,1029,1742,1915,1404,513
0,27791_0,0,411,375,136,49,28,12,375
0,27792_0,0,441,543,315,54,12,10,342
11,27798_0,17,378,489,602,1628,2088,1302,328
11,27805_0,12,340,665,760,2273,2369,1394,184
0,27807_0,0,517,655,426,59,13,11,429
11,27808_0,11,402,564,607,1981,2435,1502,335
9,27821_0,9,156,275,229,1185,632,366,82
12,27827_0,12,492,764,723,2355,3073,2009,430
0,27829_0,0,424,536,368,70,25,13,345
8,27832_0,8,107,219,136,2106,627,257,83
3,27833_0,3,355,517,531,1473,923,651,354
8,27840_0,9,70,124,96,811,390,181,51
17,27846_0,17,463,751,682,3067,1998,1221,342
5,27851_0,5,1127,1510,1703,1882,1347,1138,1044
17,27854_0,12,403,633,506,1985,1634,1033,315
12,27857_0,11,540,898,986,2268,2172,1338,405
0,27866_0,0,315,272,99,34,20,15,307
12,27873_0,12,420,821,521,3930,2659,1416,367
12,27877_0,12,525,872,956,2546,3171,2169,374
0,27885_0,0,571,767,656,133,27,14,468
19,27886_0,19,298,390,404,837,772,549,266
0,27890_0,0,323,229,98,41,21,13,354
12,27900_0,2,571,910,875,3803,2551,1474,488
4,27902_0,4,579,809,936,1546,1485,1079,477
17,27907_0,17,263,406,475,1678,1451,838,199
12,27912_0,12,343,735,370,4199,2031,974,321
8,27915_0,8,112,273,186,2773,785,308,55
0,27944_0,0,285,277,113,64,54,45,263
17,27947_0,17,390,756,685,2662,1866,1187,328
9,27953_0,2,92,219,211,1452,829,451,60
2,27963_0,2,273,482,419,1907,1119,681,205
0,27966_0,0,318,386,267,103,40,23,291
11,27972_0,11,300,409,332,1976,1363,777,286
12,27974_0,17,245,413,369,1347,1044,657,184
0,27977_0,0,592,761,656,134,17,12,485
12,27978_0,8,280,557,450,3032,1969,1143,209
0,27981_0,0,584,824,572,153,74,63,489
0,27991_0,0,371,385,115,31,19,10,315
17,28000_0,19,657,870,1021,2046,2874,2154,556
17,28003_0,12,196,409,307,2327,1220,656,172
17,28006_0,2,226,427,421,2498,1345,722,147
9,28008_0,9,97,174,144,1241,676,299,70
8,28010_0,8,69,172,115,1892,487,198,36
0,28012_0,0,548,701,505,81,16,12,435
17,28014_0,17,439,568,609,1736,1827,1335,377
0,28021_0,0,285,191,112,64,39,29,329
0,28022_0,0,408,385,141,40,21,11,364
11,28026_0,11,227,365,389,1259,1420,1016,169
0,28027_0,0,480,631,430,68,15,11,365
17,28037_0,17,382,522,664,1582,1851,1366,318
17,28050_0,17,510,764,872,1716,2121,1847,400
17,28054_0,17,303,421,432,1336,1433,1082,296
8,28057_0,8,130,232,158,2251,763,342,97
5,28061_0,4,1724,2480,2988,3463,3501,3281,1342
9,28067_0,9,146,234,197,1331,872,435,133
19,28069_0,0,4441,4713,4767,4332,1040,397,4120
0,28071_0,0,546,487,193,58,25,13,484
0,28074_0,0,426,531,369,67,24,14,341
0,28079_0,0,597,769,635,119,19,14,488
11,28083_0,9,469,668,672,2437,2622,1511,385
17,28086_0,17,292,475,384,2212,1339,759,258
9,28087_0,9,133,282,256,1279,812,457,74
12,28088_0,12,422,757,669,3651,2704,1570,351
11,28092_0,12,362,524,625,1540,2152,1476,271
12,28094_0,12,540,890,930,2425,2900,1736,379
9,28097_0,9,140,333,284,2361,1417,682,88
17,28098_0,17,715,1000,1317,2234,3310,2541,569
8,28100_0,9,98,140,85,814,351,155,71
0,28102_0,3,322,312,311,790,675,422,301
11,28107_0,12,308,547,512,1748,2028,1346,221
12,28110_0,12,336,585,593,1628,1902,1212,248
17,28112_0,3,251,550,542,2331,1578,1006,169
17,28113_0,17,315,383,445,655,1453,1317,282
8,28120_0,8,68,143,94,1213,447,185,30
17,28126_0,12,299,462,322,2827,1585,779,287
0,28130_0,0,404,396,148,46,26,15,352
17,28152_0,17,379,686,492,3424,2147,1151,354
8,28154_0,4,69,329,252,2425,749,456,-90
17,28156_0,17,409,544,551,1436,2055,1666,373
0,28174_0,0,272,218,89,30,14,11,276
17,28177_0,17,414,681,617,2327,2154,1396,363
0,28178_0,0,244,199,84,41,29,22,236
9,28181_0,9,66,144,122,597,476,245,17
9,28204_0,9,102,216,199,1051,786,437,67
0,28210_0,0,551,643,374,74,25,17,464
17,28211_0,11,486,595,611,2731,2121,1477,428
12,28213_0,11,482,813,774,3165,2300,1432,418
17,28216_0,19,320,551,453,2049,1756,1077,299
2,28220_0,3,268,377,334,1985,954,555,233
4,28224_0,4,505,807,892,2053,1606,1189,374
17,28225_0,17,592,719,830,1249,1973,1736,518
8,28234_0,8,92,201,122,1702,451,175,55
12,28257_0,12,531,834,769,2771,3372,2049,468
17,28268_0,17,421,604,563,1737,1879,1336,389
11,28269_0,9,260,498,556,2046,1989,1241,162
11,28271_0,9,116,320,378,1586,1356,696,39
11,28275_0,12,393,543,533,1484,1952,1368,338
12,28284_0,17,474,681,678,2241,2392,1576,424
4,28292_0,4,798,1052,1136,1610,1890,1598,726
8,28296_0,9,192,344,277,2194,1167,567,130
0,28300_0,0,611,846,722,134,24,5,478
12,28304_0,12,564,863,914,2187,3207,2231,465
0,28307_0,0,482,536,249,51,20,12,414
11,28309_0,11,166,252,235,852,936,657,113
12,28315_0,12,371,634,438,2835,1991,1046,340
5,28329_0,4,1468,1862,2025,2527,2492,2271,1140
3,28330_0,4,423,602,603,1631,1094,802,371
12,28334_0,12,671,1019,1224,2733,3230,2212,563
9,28336_0,8,216,356,289,2033,1239,639,171
9,28337_0,9,11,118,102,1102,552,277,-55
4,28339_0,4,508,753,789,1571,1169,905,406
9,28341_0,11,213,353,304,1701,1310,732,156
17,28342_0,17,330,636,352,4169,1894,869,317
12,28343_0,12,304,599,421,2715,1784,983,245
2,28344_0,9,203,475,387,2612,1642,860,146
12,28349_0,12,577,1047,1082,3011,3752,2404,425
12,28351_0,12,447,639,672,1637,2591,1694,381
17,28361_0,17,384,608,550,2379,1943,1160,367
0,28365_0,0,252,192,78,40,31,21,256
2,28367_0,12,227,585,355,2900,1769,919,160
12,28376_0,12,408,706,727,2308,2154,1253,261
0,28380_0,0,505,410,156,51,26,13,478
12,28385_0,11,223,589,333,3426,1983,1002,170
9,28386_0,9,146,252,214,1141,958,521,81
9,28388_0,9,137,217,190,919,599,338,75
17,28412_0,17,250,405,342,1818,1340,768,224
0,28418_0,0,634,803,691,141,20,11,535
17,28423_0,17,412,481,502,1163,1531,1193,379
0,28429_0,0,239,213,90,33,30,21,248
17,28432_0,12,876,1202,1473,1874,2500,2242,747
9,28440_0,11,208,323,329,1054,1062,665,149
0,28451_0,0,239,189,85,54,40,27,239
4,28457_0,4,432,619,656,1151,1123,869,353
0,28460_0,0,445,580,327,54,20,10,369
4,28466_0,4,983,1097,1148,1771,1772,1468,928
11,28470_0,11,368,614,709,2291,2342,1359,221
11,28477_0,11,210,347,375,1528,1268,816,131
0,28479_0,0,537,549,340,100,45,27,484
4,28481_0,4,566,868,962,1643,1369,1203,384
12,28491_0,17,342,681,537,3569,2083,1147,292
12,28494_0,12,345,649,666,2601,2534,1566,234
17,28502_0,17,452,613,769,1176,1866,1703,391
4,28505_0,4,521,899,935,1574,1513,1113,438
17,28507_0,17,601,969,1050,2874,2546,1873,501
17,28509_0,17,337,576,464,2574,1681,1051,277
9,28510_0,9,217,363,314,3080,1357,606,160
17,28528_0,17,425,473,550,977,1065,889,379
9,28537_0,9,59,202,235,1027,745,400,-8
12,28538_0,12,360,738,636,2918,2318,1256,264
17,28539_0,17,295,367,386,1020,1341,1139,272
12,28542_0,12,389,669,502,3225,2114,1170,357
19,28546_0,19,386,513,659,1520,2061,1284,331
12,28560_0,12,453,715,830,1782,2737,1915,355
4,28563_0,2,662,859,933,2099,1491,1065,598
9,28566_0,11,202,316,279,1747,1065,561,159
5,28570_0,17,1714,2436,2785,3261,3853,3730,1401
17,28572_0,17,346,630,577,2474,2026,1382,304
17,28573_0,17,308,518,464,2192,1545,891,259
0,28574_0,0,317,271,115,57,33,21,301
12,28575_0,12,903,1384,1705,2888,3570,2851,699
8,28577_0,8,63,188,128,1785,517,194,30
17,28578_0,17,525,696,894,1430,2251,2135,450
11,28585_0,9,307,504,478,1680,1748,1033,248
17,28591_0,2,390,631,566,1896,1634,1055,338
17,28595_0,17,206,604,297,3651,1381,595,166
12,28608_0,12,358,721,471,3187,2263,1207,298
12,28612_0,12,747,1232,1401,3497,3248,2150,593
9,28616_0,9,101,220,166,1689,873,401,66
0,28617_0,0,448,445,196,44,18,10,397
17,28622_0,17,393,549,618,1060,1459,1153,323
0,28628_0,0,200,152,73,36,24,15,209
17,28633_0,17,527,758,881,2090,2224,1589,452
0,28634_0,0,286,187,105,53,37,23,345
9,28638_0,12,156,281,210,1891,1071,487,129
17,28645_0,17,511,684,851,1278,1852,1648,430
17,28647_0,4,610,901,1051,1934,2127,1549,496
12,28650_0,12,287,447,341,1834,1595,919,247
12,28651_0,4,624,844,1224,2696,3305,1897,534
17,28662_0,17,714,1003,1145,2092,2533,2134,634
11,28670_0,11,493,577,572,2221,2383,1319,448
12,28672_0,12,433,789,884,2430,2541,1483,260
8,28676_0,8,54,144,78,1464,388,158,41
9,28677_0,8,142,211,189,1023,585,288,108
4,28678_0,4,318,527,553,1329,971,770,205
2,28679_0,12,211,496,321,2662,1529,779,185
17,28681_0,17,566,825,1016,2026,2050,1579,482
12,28682_0,12,492,982,825,4125,3468,2063,383
9,28683_0,11,44,113,97,419,264,138,16
3,28685_0,3,613,889,902,1802,1958,1423,538
0,28694_0,0,235,191,84,41,21,16,265
12,28698_0,19,452,730,626,2428,2691,1775,397
11,28699_0,11,124,280,307,1264,1231,728,52
12,28701_0,12,708,1178,1313,3269,3407,2039,487
11,28703_0,11,236,465,525,2247,1849,1153,136
2,28704_0,11,199,402,328,2158,1126,655,119
8,28710_0,7,96,210,116,1618,686,276,75
11,28713_0,12,252,597,610,3433,1935,965,203
12,28717_0,11,573,956,1003,3228,3695,2176,464
17,28724_0,17,317,501,547,1957,1697,1088,255
0,28735_0,0,511,617,399,64,18,11,418
17,28743_0,17,446,645,797,1591,2363,2077,383
17,28752_0,17,543,872,1000,2368,2107,1626,343
12,28755_0,12,428,753,725,2747,2177,1197,354
0,28759_0,0,215,187,85,40,28,15,223
17,28761_0,17,248,307,347,588,1341,1211,220
17,28771_0,17,454,700,848,1795,1918,1510,381
12,28773_0,12,550,870,733,3050,2468,1465,498
8,28788_0,8,100,273,194,2780,892,347,53
9,28792_0,8,194,270,270,1018,1043,627,152
0,28794_0,0,351,321,101,35,22,16,329
8,28795_0,8,70,124,66,1041,257,106,41
12,28797_0,12,426,715,603,2864,2322,1261,398
19,28798_0,19,389,473,499,1071,1035,715,331
11,28800_0,12,425,527,492,1298,1787,1197,419
12,28804_0,12,438,735,745,2173,2574,1706,324
11,28811_0,11,255,477,460,1660,2049,1190,179
17,28813_0,17,328,532,503,2177,1641,1027,295
17,28829_0,12,381,595,506,2236,1770,1074,346
12,28830_0,12,336,646,516,2683,2358,1330,265
12,28837_0,17,372,558,514,2071,2147,1506,310
12,28845_0,12,576,990,1209,2499,3340,2185,388
3,28846_0,3,246,474,489,1500,960,671,154
12,28847_0,12,469,924,757,3568,3134,1808,373
4,28851_0,4,674,882,937,1884,1421,1082,581
11,28860_0,11,442,678,801,1842,2228,1516,326
17,28863_0,2,448,684,712,1952,1680,1203,420
12,28864_0,12,385,572,673,1444,1695,1094,289
0,28871_0,0,346,257,91,44,17,13,347
0,28874_0,0,425,391,153,47,21,13,402
12,28883_0,2,418,774,654,2857,2123,1256,318
11,28884_0,9,230,365,385,1281,1478,879,151
3,28886_0,4,210,495,528,1691,1079,841,114
0,28887_0,0,511,578,326,56,17,10,418
12,28893_0,12,974,1173,1122,2936,2033,1449,764
17,28899_0,17,319,421,513,815,1644,1438,265
12,28901_0,12,457,793,817,2038,2182,1359,284
4,28908_0,4,699,891,898,1902,1592,1238,614
17,28910_0,17,339,533,535,1692,1668,1149,309
17,28911_0,17,476,566,570,1027,1545,1447,447
17,28914_0,17,395,442,509,808,1793,1843,377
17,28915_0,17,323,424,490,742,1272,1113,239
8,28922_0,8,66,155,94,1674,376,139,48
17,28924_0,11,306,462,435,1853,1711,972,267
0,28926_0,0,241,263,176,98,42,25,246
17,28927_0,17,871,1158,1277,2522,2912,2213,752
17,28930_0,17,484,645,799,1258,1985,1762,428
8,28938_0,8,78,119,65,756,262,106,48
12,28941_0,12,456,814,609,3067,2447,1359,414
17,28942_0,19,499,643,592,1877,1770,1233,458
17,28953_0,19,256,320,378,861,1723,1244,247
11,28958_0,11,197,342,292,1570,1461,826,164
11,28960_0,9,184,255,294,1194,932,550,109
17,28962_0,2,824,1252,1499,2642,3006,2442,653
12,28966_0,11,332,570,456,2334,2258,1365,307
4,28970_0,3,524,824,870,1912,1654,1102,410
11,28981_0,11,324,554,642,1859,2086,1487,236
0,28984_0,0,693,870,887,533,30,16,607
0,28996_0,0,268,275,198,138,72,58,268
0,29002_0,0,607,766,608,114,25,10,489
12,29006_0,12,608,1107,1270,2988,3099,1889,354
8,29012_0,8,68,159,126,2138,414,173,16
17,29018_0,17,306,456,426,1837,1599,981,254
12,29023_0,12,707,1077,1310,2344,3262,2536,535
0,29024_0,0,294,292,114,60,38,25,271
17,29030_0,12,420,668,595,1581,1991,1389,398
9,29031_0,8,172,326,335,1775,1324,675,109
4,29033_0,4,588,944,1007,1373,1345,1157,433
11,29037_0,12,373,634,701,1733,2512,1784,275
0,29041_0,0,319,217,91,43,19,10,357
12,29049_0,12,390,721,595,2769,2379,1324,314
0,29057_0,0,243,206,97,35,16,12,255
17,29062_0,2,395,709,757,1904,1823,1427,295
4,29070_0,4,474,735,831,1426,1189,1003,380
9,29072_0,2,120,255,218,1637,888,441,86
17,29083_0,17,270,515,284,3940,1661,703,253
9,29086_0,11,244,365,307,1771,1263,668,213
9,29089_0,8,110,205,171,1150,831,400,74
0,29098_0,0,354,251,102,42,21,10,379
11,29103_0,9,209,446,431,1834,1620,937,144
4,29105_0,3,552,684,725,1602,1562,1186,495
9,29114_0,11,118,241,214,1552,988,510,69
12,29115_0,12,944,1584,1783,4072,4365,2649,654
11,29116_0,11,289,578,703,1863,2416,1389,139
17,29118_0,17,322,528,310,3494,1877,825,326
11,29119_0,12,389,639,687,2123,2837,1851,281
17,29127_0,12,235,448,270,2408,1226,640,210
5,29134_0,4,852,960,1012,1143,1261,1106,799
17,29138_0,17,294,525,605,2040,1774,1045,257
17,29141_0,12,434,761,568,3184,2110,1200,383
0,29143_0,0,554,681,441,60,18,11,458
17,29146_0,12,367,620,563,2282,1943,1175,316
0,29150_0,0,437,326,221,178,256,251,469
9,29152_0,8,85,180,139,1269,650,298,63
4,29158_0,4,459,859,987,1749,1699,1397,342
8,29161_0,8,80,239,178,3169,753,291,43
8,29168_0,9,96,195,133,1637,742,313,66
3,29179_0,11,300,406,393,1353,1011,599,221
12,29193_0,12,633,913,1113,1727,2556,1781,477
19,29197_0,17,436,499,618,927,1304,883,397
3,29198_0,3,381,537,548,1703,1332,973,309
0,29199_0,0,248,377,270,103,47,34,216
17,29202_0,12,249,460,373,2068,1488,803,180
11,29206_0,12,382,654,673,1987,2557,1702,282
0,29212_0,19,304,442,366,800,225,165,272
12,29225_0,12,335,582,414,2064,1610,923,301
4,29229_0,4,646,1005,1102,2057,1916,1592,434
9,29231_0,9,137,331,323,1774,1238,668,83
0,29232_0,0,221,161,74,38,22,13,223
8,29236_0,11,244,363,258,2596,1437,654,228
17,29239_0,7,390,503,425,1937,1496,814,345
12,29242_0,2,498,638,746,1575,2765,2014,433
17,29250_0,19,381,605,490,2004,1619,997,334
4,29255_0,4,474,715,780,1740,1388,1065,382
0,29258_0,0,273,171,88,50,36,22,324
4,29262_0,5,586,698,818,1205,1045,860,403
9,29264_0,9,108,216,189,1190,834,422,77
4,29265_0,3,588,645,716,1728,1468,1056,443
11,29272_0,11,362,530,611,1489,2395,1684,261
12,29273_0,2,353,686,412,4826,2286,1096,343
17,29276_0,2,706,1018,1255,2148,2884,2095,547
11,29279_0,11,376,579,441,1978,2034,1222,353
4,29280_0,3,302,404,375,1279,767,520,242
8,29281_0,9,47,110,55,476,308,136,28
9,29283_0,9,128,234,211,901,654,341,78
17,29285_0,12,426,685,684,2651,2307,1450,381
12,29286_0,12,393,727,634,2419,2081,1222,315
11,29290_0,11,447,602,593,2274,2550,1549,414
17,29292_0,17,540,741,816,1427,2019,1840,444
0,29311_0,0,458,577,397,70,19,11,361
12,29314_0,2,654,989,1290,2220,2976,2522,494
11,29315_0,11,403,617,719,1595,2310,1598,306
4,29319_0,17,404,564,617,1203,1298,1008,364
4,29322_0,4,514,692,704,1553,1327,970,424
0,29327_0,0,487,627,423,109,50,31,394
4,29329_0,5,978,1092,1206,1926,1972,1622,843
17,29331_0,12,332,641,604,2648,1976,1229,277
11,29332_0,11,202,431,487,1609,2004,1260,118
0,29336_0,0,293,193,116,67,44,31,335
4,29341_0,5,877,954,984,1596,1248,1036,754
17,29346_0,17,387,611,657,1756,1646,1123,275
17,29349_0,17,641,868,1136,1812,2724,2533,559
12,29350_0,12,394,721,685,2332,2847,1943,307
17,29355_0,17,298,588,395,3089,1624,896,271
12,29356_0,12,521,921,1038,2546,2853,1850,386
17,29358_0,12,344,603,590,2485,1920,1292,294
9,29366_0,8,126,272,216,2047,934,449,74
17,29368_0,17,515,660,782,1175,1762,1493,465
0,29369_0,0,2195,2423,2152,1789,460,168,1975
9,29371_0,9,69,163,184,760,654,398,13
11,29373_0,11,383,614,743,1565,1979,1365,242
0,29376_0,17,140,328,269,549,236,148,98
17,29378_0,17,447,674,846,1326,2108,1745,373
8,29380_0,9,28,72,52,362,187,95,15
4,29384_0,4,664,1189,1292,2080,1822,1601,524
17,29386_0,17,271,496,424,2281,1700,966,252
12,29387_0,12,491,774,639,2352,2444,1583,436
17,29404_0,2,871,1092,1160,1870,3041,2539,799
0,29408_0,0,236,167,70,33,21,11,243
8,29410_0,8,150,338,221,3376,871,344,105
17,29412_0,17,266,545,392,3737,1807,851,246
17,29419_0,2,355,514,467,2073,1464,895,341
11,29422_0,9,193,385,411,1541,1231,755,130
11,29431_0,9,198,390,442,1685,1509,840,109
12,29438_0,3,245,406,391,1450,1096,673,188
9,29445_0,9,76,186,146,1158,575,279,53
2,29450_0,12,508,898,930,2466,2024,1463,377
11,29455_0,11,260,410,408,1609,1703,1009,208
0,29456_0,0,280,266,112,61,40,23,272
11,29457_0,9,323,540,588,1708,2133,1451,229
17,29459_0,17,550,756,906,1941,2433,1852,467
17,29463_0,17,462,721,834,1678,1848,1429,363
4,29472_0,4,756,883,927,1434,1368,1124,669
0,29475_0,0,375,278,111,35,20,11,399
0,29476_0,0,298,193,100,60,36,23,328
11,29477_0,11,198,373,319,1081,1165,804,149
17,29489_0,17,392,529,584,1238,1465,1131,336
17,29490_0,17,409,589,751,1107,1884,1590,335
12,29491_0,9,489,728,724,2317,2803,1683,430
11,29498_0,9,427,641,644,2258,2426,1451,354
